response_id,customer_id,campaign_id,response_type,converted,response_date
R02411,C0353,CAM004,Spam,False,2024-04-06
R02412,C0514,CAM003,Opened,True,2024-03-27
R02413,C0426,CAM002,Clicked,False,2024-03-06
R02414,C0169,CAM004,Opened,False,2024-05-01
R02415,C0707,CAM002,Opened,False,2024-02-18
R02416,C0466,CAM005,Spam,True,2024-05-27
R02417,C0097,CAM004,Ignored,True,2024-04-26
R02418,C0639,CAM004,Clicked,False,2024-04-08
R02419,C0706,CAM003,Clicked,False,2024-03-18
R02420,C0470,CAM002,Ignored,True,2024-02-22
R02421,C0456,CAM002,Converted,False,2024-03-05
R02422,C0327,CAM001,Spam,False,2024-01-25
R02423,C0662,CAM003,Converted,False,2024-03-17
R02424,C0795,CAM003,Clicked,True,2024-03-31
R02425,C0432,CAM003,Ignored,False,2024-03-30
R02426,C0725,CAM001,Ignored,True,2024-02-06
R02427,C0234,CAM003,Ignored,False,2024-03-22
R02428,C0991,CAM004,Clicked,False,2024-04-18
R02429,C0597,CAM002,Opened,False,2024-03-09
R02430,C1000,CAM001,Clicked,False,2024-01-31
R02431,C0658,CAM002,Spam,False,2024-02-18
R02432,C0855,CAM004,Opened,True,2024-04-23
R02433,C0936,CAM005,Ignored,False,2024-06-16
R02434,C0395,CAM005,Spam,False,2024-06-14
R02435,C0158,CAM004,Opened,False,2024-04-22
R02436,C0706,CAM001,Converted,False,2024-01-26
R02437,C0846,CAM004,Converted,True,2024-04-25
R02438,C0899,CAM001,Clicked,True,2024-01-22
R02439,C0859,CAM005,Spam,False,2024-06-15
R02440,C0277,CAM001,Ignored,False,2024-02-11
R02441,C0423,CAM002,Opened,False,2024-03-09
R02442,C0680,CAM003,Clicked,True,2024-03-16
R02443,C0492,CAM005,Spam,False,2024-06-18
R02444,C0416,CAM001,Clicked,False,2024-01-25
R02445,C0805,CAM003,Ignored,False,2024-04-01
R02446,C0906,CAM004,Clicked,True,2024-04-17
R02447,C0074,CAM004,Ignored,True,2024-04-11
R02448,C0735,CAM004,Converted,False,2024-04-02
R02449,C0649,CAM004,Opened,True,2024-04-17
R02450,C0683,CAM004,Opened,False,2024-04-25
R02451,C0914,CAM001,Clicked,True,2024-02-09
R02452,C0778,CAM005,Spam,False,2024-05-26
R02453,C0078,CAM005,Converted,False,2024-06-13
R02454,C0662,CAM005,Clicked,False,2024-06-19
R02455,C0084,CAM004,Converted,True,2024-04-22
R02456,C0802,CAM005,Opened,False,2024-06-05
R02457,C0272,CAM005,Clicked,False,2024-06-08
R02458,C0795,CAM005,Ignored,False,2024-06-03
R02459,C0810,CAM004,Spam,False,2024-04-02
R02460,C0268,CAM001,Clicked,False,2024-02-13
R02461,C0797,CAM005,Converted,True,2024-06-13
R02462,C0544,CAM002,Clicked,False,2024-02-18
R02463,C0337,CAM003,Opened,True,2024-03-24
R02464,C0025,CAM002,Opened,False,2024-02-20
R02465,C0352,CAM005,Ignored,False,2024-06-02
R02466,C0829,CAM003,Opened,True,2024-03-18
R02467,C0966,CAM004,Clicked,True,2024-04-29
R02468,C0801,CAM004,Clicked,False,2024-04-08
R02469,C0512,CAM002,Ignored,False,2024-03-08
R02470,C0007,CAM005,Converted,False,2024-05-22
R02471,C0457,CAM003,Converted,False,2024-03-19
R02472,C0067,CAM003,Converted,False,2024-04-04
R02473,C0602,CAM003,Opened,False,2024-03-11
R02474,C0061,CAM003,Opened,False,2024-03-07
R02475,C0437,CAM004,Spam,False,2024-04-02
R02476,C0883,CAM005,Spam,False,2024-06-15
R02477,C0904,CAM004,Opened,False,2024-04-22
R02478,C0064,CAM004,Converted,False,2024-04-26
R02479,C0792,CAM004,Converted,False,2024-04-23
R02480,C0942,CAM005,Converted,False,2024-06-01
R02481,C0157,CAM005,Clicked,False,2024-05-21
R02482,C0602,CAM004,Converted,False,2024-04-22
R02483,C0284,CAM003,Ignored,True,2024-03-24
R02484,C0430,CAM005,Opened,False,2024-05-23
R02485,C0099,CAM003,Spam,False,2024-03-28
R02486,C0622,CAM001,Converted,False,2024-02-08
R02487,C0319,CAM005,Converted,False,2024-06-17
R02488,C0576,CAM001,Spam,True,2024-01-17
R02489,C0604,CAM002,Clicked,True,2024-02-17
R02490,C0251,CAM002,Spam,True,2024-02-19
R02491,C0324,CAM001,Converted,False,2024-02-10
R02492,C0228,CAM001,Converted,True,2024-01-20
R02493,C0978,CAM001,Ignored,False,2024-01-26
R02494,C0790,CAM001,Spam,True,2024-02-07
R02495,C0961,CAM005,Opened,True,2024-06-12
R02496,C0665,CAM003,Ignored,False,2024-03-10
R02497,C0585,CAM004,Clicked,False,2024-04-28
R02498,C0458,CAM001,Clicked,False,2024-01-17
R02499,C0112,CAM005,Opened,False,2024-05-26
R02500,C0903,CAM001,Clicked,False,2024-01-28
R02501,C0429,CAM003,Opened,False,2024-03-23
R02502,C0268,CAM002,Spam,False,2024-02-19
R02503,C0384,CAM002,Opened,False,2024-03-02
R02504,C0508,CAM004,Converted,False,2024-04-24
R02505,C0949,CAM005,Ignored,True,2024-05-26
R02506,C0880,CAM005,Clicked,True,2024-06-12
R02507,C0517,CAM001,Converted,False,2024-02-06
R02508,C0076,CAM002,Clicked,False,2024-02-14
R02509,C0365,CAM001,Opened,False,2024-02-01
R02510,C0226,CAM003,Converted,False,2024-03-09
R02511,C0638,CAM004,Ignored,False,2024-04-09
R02512,C0226,CAM005,Converted,True,2024-06-19
R02513,C0821,CAM003,Opened,False,2024-03-20
R02514,C0936,CAM005,Converted,False,2024-05-21
R02515,C0296,CAM005,Ignored,False,2024-06-03
R02516,C0317,CAM004,Opened,False,2024-04-11
R02517,C0288,CAM005,Spam,False,2024-06-01
R02518,C0231,CAM005,Ignored,False,2024-06-08
R02519,C0419,CAM003,Ignored,False,2024-03-11
R02520,C0003,CAM005,Converted,False,2024-06-19
R02521,C0840,CAM005,Converted,False,2024-06-10
R02522,C0417,CAM001,Spam,False,2024-01-23
R02523,C0408,CAM005,Converted,False,2024-06-18
R02524,C0376,CAM005,Clicked,False,2024-06-11
R02525,C0313,CAM004,Opened,False,2024-04-02
R02526,C0840,CAM003,Spam,False,2024-04-03
R02527,C0350,CAM002,Converted,False,2024-02-12
R02528,C0337,CAM003,Opened,False,2024-03-17
R02529,C0832,CAM004,Clicked,False,2024-04-25
R02530,C0770,CAM002,Converted,True,2024-02-20
R02531,C0936,CAM001,Spam,False,2024-02-07
R02532,C0455,CAM002,Spam,False,2024-02-22
R02533,C0693,CAM003,Clicked,False,2024-03-27
R02534,C0167,CAM005,Ignored,False,2024-06-14
R02535,C0341,CAM004,Spam,True,2024-04-26
R02536,C0879,CAM005,Opened,False,2024-06-14
R02537,C0678,CAM003,Spam,False,2024-03-30
R02538,C0301,CAM005,Converted,False,2024-06-13
R02539,C0703,CAM002,Clicked,False,2024-03-07
R02540,C0599,CAM004,Opened,False,2024-04-19
R02541,C0307,CAM003,Clicked,True,2024-03-22
R02542,C0529,CAM005,Spam,True,2024-06-16
R02543,C0745,CAM005,Spam,True,2024-06-03
R02544,C0240,CAM004,Converted,False,2024-04-18
R02545,C0361,CAM004,Clicked,False,2024-04-26
R02546,C0684,CAM005,Ignored,True,2024-06-18
R02547,C0225,CAM005,Clicked,False,2024-06-02
R02548,C0596,CAM001,Ignored,False,2024-02-08
R02549,C0705,CAM004,Converted,False,2024-04-11
R02550,C0499,CAM005,Clicked,False,2024-05-27
R02551,C0508,CAM004,Spam,True,2024-04-11
R02552,C0392,CAM001,Clicked,False,2024-02-05
R02553,C0738,CAM004,Clicked,True,2024-04-15
R02554,C0296,CAM003,Ignored,False,2024-03-23
R02555,C0713,CAM002,Converted,False,2024-02-15
R02556,C0609,CAM003,Clicked,False,2024-03-12
R02557,C0881,CAM004,Spam,False,2024-04-12
R02558,C0409,CAM002,Spam,False,2024-03-08
R02559,C0872,CAM005,Clicked,False,2024-06-02
R02560,C0117,CAM003,Spam,True,2024-03-09
R02561,C0356,CAM002,Ignored,False,2024-02-19
R02562,C0995,CAM004,Clicked,False,2024-04-12
R02563,C0536,CAM001,Spam,False,2024-01-28
R02564,C0369,CAM003,Opened,False,2024-03-30
R02565,C0813,CAM004,Ignored,True,2024-04-17
R02566,C0220,CAM002,Clicked,True,2024-02-22
R02567,C0109,CAM005,Converted,True,2024-05-29
R02568,C0304,CAM004,Opened,False,2024-04-12
R02569,C0929,CAM002,Converted,False,2024-03-10
R02570,C0885,CAM005,Opened,True,2024-06-06
R02571,C0529,CAM003,Converted,False,2024-03-23
R02572,C0589,CAM001,Clicked,True,2024-02-02
R02573,C0468,CAM003,Converted,False,2024-03-07
R02574,C0893,CAM003,Spam,True,2024-03-17
R02575,C0885,CAM003,Clicked,True,2024-04-04
R02576,C0533,CAM001,Spam,False,2024-01-25
R02577,C0570,CAM004,Clicked,False,2024-04-02
R02578,C0837,CAM001,Opened,False,2024-01-25
R02579,C0829,CAM005,Ignored,False,2024-06-01
R02580,C0035,CAM001,Opened,False,2024-01-19
R02581,C0457,CAM003,Opened,False,2024-03-09
R02582,C0760,CAM004,Converted,True,2024-04-26
R02583,C0106,CAM004,Opened,False,2024-04-23
R02584,C0073,CAM004,Clicked,False,2024-04-18
R02585,C0766,CAM001,Ignored,False,2024-01-24
R02586,C0947,CAM002,Opened,False,2024-02-11
R02587,C0613,CAM004,Converted,False,2024-04-06
R02588,C0916,CAM005,Ignored,False,2024-06-19
R02589,C0280,CAM001,Clicked,False,2024-01-26
R02590,C0840,CAM004,Spam,False,2024-04-28
R02591,C0880,CAM003,Converted,False,2024-03-14
R02592,C0621,CAM001,Spam,False,2024-01-16
R02593,C0324,CAM004,Spam,True,2024-04-27
R02594,C0357,CAM001,Opened,True,2024-02-03
R02595,C0654,CAM004,Spam,False,2024-04-05
R02596,C0220,CAM002,Ignored,False,2024-02-28
R02597,C0993,CAM001,Converted,False,2024-01-23
R02598,C0255,CAM002,Converted,True,2024-03-08
R02599,C0649,CAM004,Spam,False,2024-04-06
R02600,C0403,CAM001,Converted,True,2024-02-02
R02601,C0613,CAM004,Opened,True,2024-04-15
R02602,C0027,CAM005,Spam,False,2024-06-01
R02603,C0893,CAM003,Spam,False,2024-03-09
R02604,C0915,CAM001,Clicked,False,2024-01-16
R02605,C0985,CAM003,Converted,True,2024-03-12
R02606,C0167,CAM005,Spam,False,2024-06-02
R02607,C0225,CAM002,Clicked,False,2024-03-07
R02608,C0991,CAM005,Opened,False,2024-05-27
R02609,C0152,CAM004,Spam,True,2024-04-29
R02610,C0899,CAM001,Clicked,False,2024-02-03
R02611,C0115,CAM001,Spam,False,2024-02-07
R02612,C0106,CAM002,Clicked,False,2024-02-23
R02613,C0934,CAM005,Opened,True,2024-06-01
R02614,C0920,CAM005,Converted,False,2024-05-22
R02615,C0790,CAM001,Clicked,False,2024-02-13
R02616,C0358,CAM004,Clicked,True,2024-04-23
R02617,C0767,CAM003,Clicked,False,2024-03-15
R02618,C0356,CAM002,Spam,False,2024-02-21
R02619,C0230,CAM003,Clicked,False,2024-03-24
R02620,C0461,CAM003,Spam,False,2024-03-23
R02621,C0328,CAM001,Converted,False,2024-02-02
R02622,C0084,CAM004,Ignored,True,2024-04-12
R02623,C0153,CAM004,Clicked,True,2024-04-06
R02624,C0614,CAM003,Spam,False,2024-04-02
R02625,C0993,CAM001,Spam,False,2024-01-20
R02626,C0259,CAM005,Clicked,True,2024-06-10
R02627,C0834,CAM001,Converted,False,2024-01-19
R02628,C0425,CAM004,Ignored,False,2024-04-13
R02629,C0334,CAM001,Clicked,False,2024-01-27
R02630,C0739,CAM003,Converted,False,2024-03-24
R02631,C0631,CAM001,Opened,False,2024-02-04
R02632,C0449,CAM001,Spam,False,2024-02-12
R02633,C0291,CAM002,Ignored,False,2024-02-29
R02634,C0489,CAM005,Clicked,True,2024-05-22
R02635,C0239,CAM003,Spam,False,2024-03-22
R02636,C0858,CAM002,Ignored,False,2024-02-19
R02637,C0767,CAM002,Opened,False,2024-02-13
R02638,C0280,CAM001,Converted,False,2024-01-19
R02639,C0387,CAM004,Spam,False,2024-04-12
R02640,C0164,CAM004,Spam,False,2024-04-10
R02641,C0693,CAM001,Clicked,False,2024-02-03
R02642,C0989,CAM005,Spam,False,2024-06-14
R02643,C0143,CAM003,Opened,False,2024-03-23
R02644,C0346,CAM002,Opened,False,2024-02-16
R02645,C0908,CAM004,Opened,False,2024-04-23
R02646,C0592,CAM001,Spam,False,2024-01-18
R02647,C0001,CAM002,Ignored,False,2024-02-17
R02648,C0630,CAM001,Spam,False,2024-02-06
R02649,C0264,CAM002,Ignored,True,2024-03-08
R02650,C0782,CAM001,Spam,False,2024-01-16
R02651,C0584,CAM001,Opened,False,2024-02-08
R02652,C0950,CAM005,Spam,True,2024-06-10
R02653,C0615,CAM005,Clicked,False,2024-06-02
R02654,C0594,CAM004,Ignored,True,2024-04-21
R02655,C0343,CAM003,Clicked,False,2024-03-06
R02656,C0349,CAM004,Opened,False,2024-04-20
R02657,C0739,CAM003,Clicked,False,2024-04-03
R02658,C0716,CAM003,Opened,True,2024-03-19
R02659,C0395,CAM003,Converted,False,2024-03-21
R02660,C0345,CAM003,Converted,False,2024-03-23
R02661,C0047,CAM002,Opened,False,2024-02-18
R02662,C0664,CAM002,Converted,False,2024-02-21
R02663,C0001,CAM001,Spam,False,2024-01-16
R02664,C0329,CAM005,Opened,False,2024-05-22
R02665,C0321,CAM001,Ignored,False,2024-01-23
R02666,C0373,CAM005,Opened,True,2024-06-14
R02667,C0456,CAM003,Clicked,False,2024-04-03
R02668,C0117,CAM005,Opened,True,2024-05-27
R02669,C0146,CAM005,Ignored,False,2024-06-05
R02670,C0910,CAM003,Converted,True,2024-03-30
R02671,C0017,CAM004,Clicked,False,2024-04-26
R02672,C0702,CAM002,Ignored,False,2024-02-23
R02673,C0016,CAM004,Ignored,False,2024-04-13
R02674,C0829,CAM005,Ignored,False,2024-06-07
R02675,C0952,CAM004,Opened,False,2024-04-13
R02676,C0180,CAM004,Ignored,False,2024-04-14
R02677,C0726,CAM002,Clicked,False,2024-02-27
R02678,C0116,CAM002,Converted,True,2024-02-27
R02679,C0272,CAM004,Clicked,True,2024-04-03
R02680,C0068,CAM002,Ignored,True,2024-03-02
R02681,C0420,CAM002,Converted,True,2024-02-20
R02682,C0973,CAM003,Ignored,True,2024-03-24
R02683,C0820,CAM002,Ignored,False,2024-02-20
R02684,C0029,CAM002,Ignored,True,2024-02-14
R02685,C0833,CAM004,Converted,True,2024-04-25
R02686,C0797,CAM005,Converted,True,2024-05-22
R02687,C0989,CAM003,Opened,True,2024-03-09
R02688,C0829,CAM003,Opened,False,2024-03-26
R02689,C0189,CAM003,Ignored,False,2024-04-02
R02690,C0835,CAM004,Ignored,True,2024-04-20
R02691,C0040,CAM003,Clicked,False,2024-03-09
R02692,C0206,CAM002,Ignored,False,2024-02-15
R02693,C0951,CAM003,Converted,False,2024-03-20
R02694,C0869,CAM004,Opened,False,2024-04-02
R02695,C0140,CAM002,Converted,False,2024-03-04
R02696,C0641,CAM001,Opened,False,2024-01-28
R02697,C0694,CAM002,Spam,False,2024-02-11
R02698,C0456,CAM003,Opened,False,2024-03-20
R02699,C0290,CAM004,Spam,True,2024-04-15
R02700,C0993,CAM003,Clicked,False,2024-03-25
R02701,C0718,CAM004,Converted,False,2024-04-17
R02702,C0211,CAM005,Clicked,False,2024-06-08
R02703,C0731,CAM002,Opened,False,2024-02-23
R02704,C0978,CAM001,Converted,False,2024-01-31
R02705,C0606,CAM001,Spam,False,2024-01-26
R02706,C0062,CAM004,Opened,False,2024-04-08
R02707,C0750,CAM004,Clicked,False,2024-04-12
R02708,C0795,CAM001,Spam,False,2024-01-30
R02709,C0980,CAM004,Ignored,False,2024-04-02
R02710,C0135,CAM004,Opened,True,2024-04-15
R02711,C0859,CAM003,Ignored,False,2024-03-21
R02712,C0575,CAM004,Spam,False,2024-04-27
R02713,C0966,CAM004,Spam,True,2024-04-12
R02714,C0954,CAM002,Converted,False,2024-02-25
R02715,C0795,CAM005,Opened,False,2024-06-17
R02716,C0469,CAM005,Clicked,False,2024-05-23
R02717,C0551,CAM004,Clicked,False,2024-04-16
R02718,C0334,CAM003,Clicked,False,2024-03-28
R02719,C0902,CAM001,Clicked,False,2024-01-19
R02720,C0533,CAM001,Ignored,False,2024-01-24
R02721,C0713,CAM002,Ignored,True,2024-02-16
R02722,C0250,CAM003,Clicked,True,2024-03-29
R02723,C0082,CAM001,Opened,True,2024-01-31
R02724,C0140,CAM005,Converted,False,2024-05-26
R02725,C0896,CAM004,Ignored,True,2024-04-05
R02726,C0248,CAM002,Clicked,False,2024-02-24
R02727,C0432,CAM005,Clicked,False,2024-05-25
R02728,C0386,CAM004,Opened,True,2024-04-30
R02729,C0917,CAM002,Converted,False,2024-02-12
R02730,C0781,CAM001,Converted,False,2024-01-31
R02731,C0451,CAM003,Clicked,True,2024-03-12
R02732,C0211,CAM005,Converted,False,2024-05-26
R02733,C0424,CAM001,Ignored,False,2024-02-08
R02734,C0865,CAM001,Clicked,True,2024-01-28
R02735,C0656,CAM005,Opened,False,2024-06-05
R02736,C0421,CAM003,Ignored,False,2024-03-09
R02737,C0429,CAM002,Clicked,False,2024-02-19
R02738,C0570,CAM005,Converted,False,2024-05-24
R02739,C0522,CAM004,Spam,True,2024-04-14
R02740,C0629,CAM002,Ignored,True,2024-03-05
R02741,C0269,CAM004,Clicked,True,2024-04-03
R02742,C0145,CAM004,Ignored,False,2024-04-12
R02743,C0919,CAM001,Ignored,True,2024-01-21
R02744,C0718,CAM003,Ignored,True,2024-03-29
R02745,C0971,CAM001,Converted,False,2024-01-17
R02746,C0591,CAM001,Spam,False,2024-01-23
R02747,C0409,CAM002,Spam,True,2024-03-02
R02748,C0842,CAM002,Clicked,False,2024-02-22
R02749,C0566,CAM001,Opened,True,2024-01-31
R02750,C0723,CAM002,Clicked,False,2024-03-07
R02751,C0109,CAM005,Converted,False,2024-06-01
R02752,C0557,CAM004,Opened,False,2024-04-19
R02753,C0628,CAM005,Clicked,True,2024-05-29
R02754,C0565,CAM001,Spam,False,2024-01-25
R02755,C0549,CAM003,Opened,False,2024-03-07
R02756,C0208,CAM004,Clicked,False,2024-04-17
R02757,C0248,CAM003,Spam,False,2024-04-04
R02758,C0129,CAM004,Clicked,False,2024-04-25
R02759,C0842,CAM003,Ignored,False,2024-03-24
R02760,C0709,CAM004,Ignored,True,2024-04-30
R02761,C0560,CAM003,Opened,False,2024-03-16
R02762,C0584,CAM001,Ignored,False,2024-01-28
R02763,C0149,CAM004,Spam,False,2024-04-26
R02764,C0580,CAM005,Converted,False,2024-06-10
R02765,C0627,CAM003,Spam,False,2024-04-02
R02766,C0231,CAM004,Clicked,False,2024-04-24
R02767,C0114,CAM005,Opened,True,2024-05-26
R02768,C0911,CAM004,Clicked,True,2024-04-14
R02769,C0515,CAM004,Opened,False,2024-04-29
R02770,C0680,CAM005,Opened,False,2024-06-05
R02771,C0637,CAM002,Clicked,True,2024-03-06
R02772,C0482,CAM003,Opened,True,2024-03-27
R02773,C0777,CAM002,Opened,False,2024-02-15
R02774,C0596,CAM003,Opened,False,2024-03-18
R02775,C0424,CAM003,Spam,True,2024-03-11
R02776,C0504,CAM003,Opened,False,2024-03-30
R02777,C0839,CAM002,Ignored,False,2024-02-15
R02778,C0532,CAM004,Ignored,False,2024-04-06
R02779,C0516,CAM003,Clicked,True,2024-03-15
R02780,C0506,CAM002,Opened,True,2024-02-15
R02781,C0138,CAM001,Converted,True,2024-01-20
R02782,C0806,CAM002,Clicked,False,2024-02-28
R02783,C0992,CAM003,Spam,True,2024-03-07
R02784,C0584,CAM002,Clicked,False,2024-03-04
R02785,C0001,CAM001,Ignored,False,2024-02-04
R02786,C0295,CAM003,Converted,False,2024-03-21
R02787,C0607,CAM002,Spam,True,2024-03-05
R02788,C0621,CAM001,Converted,False,2024-02-10
R02789,C0868,CAM005,Spam,False,2024-06-07
R02790,C0294,CAM001,Ignored,False,2024-02-14
R02791,C0950,CAM003,Opened,True,2024-03-14
R02792,C0431,CAM001,Opened,True,2024-01-30
R02793,C0373,CAM003,Clicked,False,2024-04-03
R02794,C0884,CAM002,Opened,True,2024-02-17
R02795,C0906,CAM001,Clicked,False,2024-01-31
R02796,C0225,CAM003,Clicked,False,2024-04-04
R02797,C0019,CAM001,Ignored,False,2024-01-25
R02798,C0572,CAM004,Converted,False,2024-04-20
R02799,C0486,CAM005,Spam,False,2024-05-27
R02800,C0138,CAM003,Clicked,False,2024-03-15
R02801,C0683,CAM004,Converted,False,2024-04-10
R02802,C0370,CAM003,Clicked,True,2024-03-11
R02803,C0608,CAM002,Spam,False,2024-02-17
R02804,C0317,CAM002,Ignored,False,2024-02-27
R02805,C0943,CAM002,Spam,True,2024-02-21
R02806,C0210,CAM002,Opened,False,2024-02-26
R02807,C0409,CAM001,Opened,False,2024-01-25
R02808,C0202,CAM003,Ignored,False,2024-03-14
R02809,C0600,CAM001,Clicked,True,2024-02-14
R02810,C0961,CAM005,Ignored,False,2024-05-29
R02811,C0388,CAM001,Spam,False,2024-02-01
R02812,C0548,CAM001,Ignored,False,2024-02-13
R02813,C0789,CAM002,Spam,False,2024-02-16
R02814,C0253,CAM005,Ignored,True,2024-06-04
R02815,C0142,CAM004,Ignored,False,2024-04-29
R02816,C0100,CAM003,Clicked,False,2024-04-03
R02817,C0797,CAM005,Spam,False,2024-06-06
R02818,C0734,CAM001,Spam,False,2024-02-08
R02819,C0643,CAM001,Spam,True,2024-01-17
R02820,C0588,CAM002,Converted,True,2024-02-28
R02821,C0349,CAM003,Clicked,True,2024-03-22
R02822,C0827,CAM002,Clicked,False,2024-02-15
R02823,C0186,CAM002,Opened,False,2024-02-17
R02824,C0098,CAM001,Opened,True,2024-01-29
R02825,C0762,CAM002,Spam,False,2024-02-20
R02826,C0031,CAM002,Ignored,False,2024-02-25
R02827,C0969,CAM001,Clicked,False,2024-01-27
R02828,C0343,CAM001,Clicked,False,2024-02-02
R02829,C0239,CAM001,Ignored,False,2024-01-28
R02830,C0293,CAM001,Spam,False,2024-01-28
R02831,C0855,CAM004,Opened,False,2024-04-16
R02832,C0505,CAM001,Ignored,False,2024-01-20
R02833,C0743,CAM004,Ignored,False,2024-04-24
R02834,C0487,CAM002,Opened,False,2024-02-14
R02835,C0850,CAM005,Converted,False,2024-06-01
R02836,C0937,CAM005,Clicked,True,2024-05-23
R02837,C0378,CAM002,Spam,False,2024-02-24
R02838,C0087,CAM002,Ignored,False,2024-02-29
R02839,C0793,CAM004,Converted,False,2024-04-20
R02840,C0654,CAM002,Converted,True,2024-02-17
R02841,C0984,CAM001,Ignored,False,2024-01-25
R02842,C0481,CAM003,Opened,False,2024-03-10
R02843,C0542,CAM005,Clicked,True,2024-06-13
R02844,C0550,CAM001,Ignored,False,2024-01-18
R02845,C0294,CAM001,Clicked,False,2024-01-17
R02846,C0741,CAM002,Ignored,True,2024-03-10
R02847,C0149,CAM003,Opened,True,2024-03-25
R02848,C0383,CAM003,Spam,False,2024-03-19
R02849,C0870,CAM001,Ignored,False,2024-02-04
R02850,C0267,CAM003,Clicked,False,2024-03-08
R02851,C0607,CAM002,Converted,False,2024-03-05
R02852,C0631,CAM001,Spam,False,2024-01-30
R02853,C0947,CAM002,Converted,False,2024-03-02
R02854,C0712,CAM005,Clicked,True,2024-06-03
R02855,C0167,CAM003,Opened,False,2024-03-29
R02856,C0248,CAM002,Opened,True,2024-02-12
R02857,C0543,CAM003,Ignored,False,2024-03-15
R02858,C0037,CAM004,Spam,True,2024-04-14
R02859,C0692,CAM004,Opened,False,2024-04-05
R02860,C0393,CAM002,Spam,False,2024-03-04
R02861,C0827,CAM002,Spam,True,2024-02-19
R02862,C0376,CAM003,Opened,True,2024-03-30
R02863,C0715,CAM003,Opened,False,2024-03-28
R02864,C0130,CAM004,Spam,False,2024-05-01
R02865,C0435,CAM003,Spam,True,2024-03-24
R02866,C0459,CAM005,Ignored,False,2024-06-03
R02867,C0377,CAM001,Opened,True,2024-01-20
R02868,C0628,CAM005,Ignored,True,2024-06-17
R02869,C0563,CAM001,Ignored,True,2024-01-16
R02870,C0209,CAM002,Ignored,True,2024-02-13
R02871,C0078,CAM002,Ignored,False,2024-02-28
R02872,C0775,CAM002,Converted,False,2024-03-06
R02873,C0549,CAM005,Opened,False,2024-06-10
R02874,C0483,CAM005,Ignored,True,2024-05-28
R02875,C0294,CAM001,Spam,False,2024-01-16
R02876,C0197,CAM004,Converted,True,2024-04-06
R02877,C0758,CAM002,Ignored,False,2024-02-13
R02878,C0361,CAM001,Opened,False,2024-01-19
R02879,C0646,CAM003,Converted,False,2024-03-08
R02880,C0517,CAM001,Opened,False,2024-02-12
R02881,C0823,CAM002,Clicked,False,2024-03-01
R02882,C0169,CAM004,Converted,True,2024-04-05
R02883,C0242,CAM002,Converted,True,2024-02-19
R02884,C0854,CAM001,Opened,True,2024-01-22
R02885,C0495,CAM004,Converted,True,2024-04-08
R02886,C0211,CAM001,Converted,False,2024-01-16
R02887,C0863,CAM003,Ignored,False,2024-03-23
R02888,C0959,CAM004,Ignored,False,2024-04-07
R02889,C0838,CAM004,Opened,False,2024-04-15
R02890,C0547,CAM004,Clicked,False,2024-04-20
R02891,C0913,CAM001,Clicked,False,2024-02-11
R02892,C0414,CAM003,Spam,True,2024-03-06
R02893,C0393,CAM002,Opened,False,2024-02-18
R02894,C0709,CAM001,Ignored,False,2024-01-19
R02895,C0100,CAM005,Spam,True,2024-06-09
R02896,C0884,CAM002,Spam,True,2024-03-08
R02897,C0021,CAM002,Spam,False,2024-03-07
R02898,C0230,CAM002,Clicked,False,2024-03-07
R02899,C0352,CAM001,Ignored,False,2024-02-13
R02900,C0803,CAM002,Ignored,False,2024-02-29
R02901,C0716,CAM005,Clicked,False,2024-05-29
R02902,C0519,CAM001,Clicked,True,2024-01-17
R02903,C0333,CAM001,Converted,True,2024-01-21
R02904,C0920,CAM003,Spam,False,2024-03-19
R02905,C0658,CAM001,Ignored,False,2024-02-13
R02906,C0415,CAM004,Ignored,False,2024-04-03
R02907,C0626,CAM001,Clicked,False,2024-02-03
R02908,C0462,CAM001,Ignored,False,2024-02-11
R02909,C0537,CAM001,Converted,False,2024-01-31
R02910,C0225,CAM005,Converted,False,2024-06-11
R02911,C0227,CAM002,Converted,False,2024-02-11
R02912,C0970,CAM003,Ignored,False,2024-03-10
R02913,C0654,CAM002,Clicked,False,2024-03-07
R02914,C0360,CAM005,Clicked,True,2024-06-12
R02915,C0033,CAM004,Converted,False,2024-04-13
R02916,C0751,CAM001,Clicked,True,2024-01-21
R02917,C0220,CAM002,Converted,False,2024-03-08
R02918,C0709,CAM004,Clicked,True,2024-04-16
R02919,C0239,CAM003,Opened,False,2024-03-29
R02920,C0902,CAM001,Converted,False,2024-02-11
R02921,C0265,CAM001,Converted,False,2024-02-14
R02922,C0428,CAM004,Opened,False,2024-04-05
R02923,C0756,CAM004,Opened,True,2024-04-10
R02924,C0100,CAM003,Spam,False,2024-03-29
R02925,C0697,CAM002,Converted,False,2024-02-26
R02926,C0663,CAM001,Opened,False,2024-01-29
R02927,C0951,CAM001,Clicked,False,2024-02-13
R02928,C0273,CAM001,Ignored,False,2024-02-05
R02929,C0090,CAM001,Converted,False,2024-01-28
R02930,C0903,CAM001,Ignored,False,2024-01-26
R02931,C0046,CAM001,Opened,False,2024-02-05
R02932,C0453,CAM004,Spam,False,2024-04-23
R02933,C0656,CAM005,Spam,True,2024-06-03
R02934,C0134,CAM004,Spam,True,2024-04-24
R02935,C0168,CAM003,Ignored,False,2024-03-17
R02936,C0229,CAM005,Opened,False,2024-05-30
R02937,C0928,CAM002,Opened,False,2024-03-06
R02938,C0148,CAM003,Opened,True,2024-03-19
